,region,type,posting_date,count
41296,ocala,truck,2021-04-23 00:00:00+00:00,7
49878,santa fe / taos,sedan,2021-04-23 00:00:00+00:00,13
7008,brainerd,sedan,2021-04-23 00:00:00+00:00,6
21018,galveston,sedan,2021-04-23 00:00:00+00:00,7
6978,brainerd,pickup,2021-04-23 00:00:00+00:00,1
6953,brainerd,other,2021-04-23 00:00:00+00:00,2
29901,lakeland,SUV,2021-04-23 00:00:00+00:00,4
41342,ocala,wagon,2021-04-23 00:00:00+00:00,1
21035,galveston,wagon,2021-04-23 00:00:00+00:00,1
29834,lake of the ozarks,pickup,2021-04-23 00:00:00+00:00,2
21053,glens falls,SUV,2021-04-23 00:00:00+00:00,3
6920,brainerd,coupe,2021-04-23 00:00:00+00:00,1
54151,space coast,truck,2021-04-23 00:00:00+00:00,4
41366,odessa / midland,SUV,2021-04-23 00:00:00+00:00,2
62548,wichita falls,other,2021-04-23 00:00:00+00:00,2
41378,odessa / midland,convertible,2021-04-23 00:00:00+00:00,1
49848,santa fe / taos,pickup,2021-04-23 00:00:00+00:00,6
29862,lake of the ozarks,sedan,2021-04-23 00:00:00+00:00,2
6893,brainerd,SUV,2021-04-23 00:00:00+00:00,3
41403,odessa / midland,other,2021-04-23 00:00:00+00:00,1
21098,glens falls,other,2021-04-23 00:00:00+00:00,2
62562,wichita falls,pickup,2021-04-23 00:00:00+00:00,4
57431,topeka,sedan,2021-04-23 00:00:00+00:00,2
41419,odessa / midland,pickup,2021-04-23 00:00:00+00:00,3
6848,bozeman,van,2021-04-23 00:00:00+00:00,1
21069,glens falls,coupe,2021-04-23 00:00:00+00:00,1
21265,gold country,other,2021-04-23 00:00:00+00:00,2
62652,williamsport,SUV,2021-04-23 00:00:00+00:00,1
41625,okaloosa / walton,truck,2021-04-23 00:00:00+00:00,1
21387,grand forks,SUV,2021-04-23 00:00:00+00:00,2
62719,williamsport,pickup,2021-04-23 00:00:00+00:00,2
41836,oklahoma city,truck,2021-04-23 00:00:00+00:00,59
6360,boulder,coupe,2021-04-23 00:00:00+00:00,3
29567,lafayette / west lafayette,coupe,2021-04-23 00:00:00+00:00,1
21422,grand forks,pickup,2021-04-23 00:00:00+00:00,2
41855,oklahoma city,van,2021-04-23 00:00:00+00:00,1
6345,boulder,convertible,2021-04-23 00:00:00+00:00,1
6324,boulder,SUV,2021-04-23 00:00:00+00:00,6
21441,grand forks,sedan,2021-04-23 00:00:00+00:00,2
29540,lafayette,van,2021-04-23 00:00:00+00:00,1
62748,williamsport,sedan,2021-04-23 00:00:00+00:00,3
54329,springfield,SUV,2021-04-23 00:00:00+00:00,9
49642,santa barbara,sedan,2021-04-23 00:00:00+00:00,11
49670,santa barbara,truck,2021-04-23 00:00:00+00:00,3
21472,grand forks,wagon,2021-04-23 00:00:00+00:00,1
41918,olympic peninsula,coupe,2021-04-23 00:00:00+00:00,2
57283,toledo,wagon,2021-04-23 00:00:00+00:00,4
62800,wilmington,SUV,2021-04-23 00:00:00+00:00,10
29498,lafayette,pickup,2021-04-23 00:00:00+00:00,3
21529,grand island,pickup,2021-04-23 00:00:00+00:00,1
41962,olympic peninsula,pickup,2021-04-23 00:00:00+00:00,3
62838,wilmington,coupe,2021-04-23 00:00:00+00:00,3
6187,boone,sedan,2021-04-23 00:00:00+00:00,3
29483,lafayette,other,2021-04-23 00:00:00+00:00,1
21551,grand island,sedan,2021-04-23 00:00:00+00:00,4
57261,toledo,van,2021-04-23 00:00:00+00:00,1
6158,boone,pickup,2021-04-23 00:00:00+00:00,3
49611,santa barbara,pickup,2021-04-23 00:00:00+00:00,4
21599,grand rapids,SUV,2021-04-23 00:00:00+00:00,26
21491,grand island,SUV,2021-04-23 00:00:00+00:00,3
41813,oklahoma city,sedan,2021-04-23 00:00:00+00:00,99
29596,lafayette / west lafayette,other,2021-04-23 00:00:00+00:00,1
6385,boulder,hatchback,2021-04-23 00:00:00+00:00,1
49755,santa fe / taos,convertible,2021-04-23 00:00:00+00:00,1
6564,bowling green,coupe,2021-04-23 00:00:00+00:00,2
29697,lake charles,other,2021-04-23 00:00:00+00:00,2
29688,lake charles,mini-van,2021-04-23 00:00:00+00:00,1
6539,bowling green,SUV,2021-04-23 00:00:00+00:00,3
21286,gold country,pickup,2021-04-23 00:00:00+00:00,3
41654,oklahoma city,SUV,2021-04-23 00:00:00+00:00,17
49736,santa fe / taos,SUV,2021-04-23 00:00:00+00:00,5
41668,oklahoma city,bus,2021-04-23 00:00:00+00:00,1
62673,williamsport,coupe,2021-04-23 00:00:00+00:00,2
29670,lake charles,SUV,2021-04-23 00:00:00+00:00,2
41683,oklahoma city,convertible,2021-04-23 00:00:00+00:00,2
6504,boulder,van,2021-04-23 00:00:00+00:00,1
6489,boulder,truck,2021-04-23 00:00:00+00:00,3
21316,gold country,sedan,2021-04-23 00:00:00+00:00,5
41704,oklahoma city,coupe,2021-04-23 00:00:00+00:00,5
62691,williamsport,mini-van,2021-04-23 00:00:00+00:00,1
41790,oklahoma city,pickup,2021-04-23 00:00:00+00:00,25
21355,gold country,van,2021-04-23 00:00:00+00:00,2
57339,topeka,coupe,2021-04-23 00:00:00+00:00,1
6413,boulder,other,2021-04-23 00:00:00+00:00,2
29611,lafayette / west lafayette,pickup,2021-04-23 00:00:00+00:00,2
49697,santa barbara,van,2021-04-23 00:00:00+00:00,4
6118,boone,hatchback,2021-04-23 00:00:00+00:00,1
41767,oklahoma city,other,2021-04-23 00:00:00+00:00,14
41745,oklahoma city,mini-van,2021-04-23 00:00:00+00:00,1
21340,gold country,truck,2021-04-23 00:00:00+00:00,4
29639,lafayette / west lafayette,sedan,2021-04-23 00:00:00+00:00,1
6462,boulder,sedan,2021-04-23 00:00:00+00:00,6
49714,santa barbara,wagon,2021-04-23 00:00:00+00:00,2
41726,oklahoma city,hatchback,2021-04-23 00:00:00+00:00,6
6433,boulder,pickup,2021-04-23 00:00:00+00:00,2
44254,plattsburgh-adirondacks,sedan,2021-04-23 00:00:00+00:00,22
22209,green bay,truck,2021-04-23 00:00:00+00:00,2
22228,green bay,van,2021-04-23 00:00:00+00:00,1
43686,philadelphia,bus,2021-04-23 00:00:00+00:00,1
63536,worcester / central MA,coupe,2021-04-23 00:00:00+00:00,4
54675,st augustine,pickup,2021-04-23 00:00:00+00:00,2
43699,philadelphia,convertible,2021-04-23 00:00:00+00:00,2
48776,san antonio,SUV,2021-04-23 00:00:00+00:00,47
28349,kenosha-racine,truck,2021-04-23 00:00:00+00:00,1
43719,philadelphia,coupe,2021-04-23 00:00:00+00:00,9
4238,battle creek,sedan,2021-04-23 00:00:00+00:00,9
43740,philadelphia,hatchback,2021-04-23 00:00:00+00:00,9
4211,battle creek,pickup,2021-04-23 00:00:00+00:00,2
28326,kenosha-racine,sedan,2021-04-23 00:00:00+00:00,12
56764,texarkana,sedan,2021-04-23 00:00:00+00:00,3
48743,san angelo,sedan,2021-04-23 00:00:00+00:00,7
43771,philadelphia,offroad,2021-04-23 00:00:00+00:00,1
23100,harrisburg,other,2021-04-23 00:00:00+00:00,5
23153,harrisburg,sedan,2021-04-23 00:00:00+00:00,29
23178,harrisburg,truck,2021-04-23 00:00:00+00:00,1
63565,worcester / central MA,hatchback,2021-04-23 00:00:00+00:00,5
28294,kenosha-racine,pickup,2021-04-23 00:00:00+00:00,6
43802,philadelphia,pickup,2021-04-23 00:00:00+00:00,8
4162,battle creek,coupe,2021-04-23 00:00:00+00:00,1
56737,texarkana,pickup,2021-04-23 00:00:00+00:00,1
43822,philadelphia,sedan,2021-04-23 00:00:00+00:00,105
23205,harrisburg,wagon,2021-04-23 00:00:00+00:00,1
48719,san angelo,mini-van,2021-04-23 00:00:00+00:00,1
28269,kenosha-racine,other,2021-04-23 00:00:00+00:00,1
43842,philadelphia,truck,2021-04-23 00:00:00+00:00,39
48707,san angelo,SUV,2021-04-23 00:00:00+00:00,1
23229,harrisonburg,SUV,2021-04-23 00:00:00+00:00,4
4143,battle creek,SUV,2021-04-23 00:00:00+00:00,5
43781,philadelphia,other,2021-04-23 00:00:00+00:00,3
28254,kenosha-racine,mini-van,2021-04-23 00:00:00+00:00,3
48792,san antonio,convertible,2021-04-23 00:00:00+00:00,11
56778,texarkana,truck,2021-04-23 00:00:00+00:00,2
28478,killeen / temple / ft hood,other,2021-04-23 00:00:00+00:00,1
43514,peoria,SUV,2021-04-23 00:00:00+00:00,1
4411,bellingham,SUV,2021-04-23 00:00:00+00:00,36
22942,hanford-corcoran,other,2021-04-23 00:00:00+00:00,1
48861,san antonio,pickup,2021-04-23 00:00:00+00:00,39
56819,texoma,coupe,2021-04-23 00:00:00+00:00,1
43539,peoria,coupe,2021-04-23 00:00:00+00:00,1
4373,beaumont / port arthur,sedan,2021-04-23 00:00:00+00:00,4
22978,hanford-corcoran,sedan,2021-04-23 00:00:00+00:00,1
48847,san antonio,other,2021-04-23 00:00:00+00:00,27
43562,peoria,mini-van,2021-04-23 00:00:00+00:00,1
63512,worcester / central MA,convertible,2021-04-23 00:00:00+00:00,2
4346,beaumont / port arthur,pickup,2021-04-23 00:00:00+00:00,5
28433,killeen / temple / ft hood,coupe,2021-04-23 00:00:00+00:00,2
43671,philadelphia,SUV,2021-04-23 00:00:00+00:00,31
43576,peoria,other,2021-04-23 00:00:00+00:00,2
4327,beaumont / port arthur,other,2021-04-23 00:00:00+00:00,1
43595,peoria,pickup,2021-04-23 00:00:00+00:00,4
48830,san antonio,mini-van,2021-04-23 00:00:00+00:00,3
23008,harrisburg,SUV,2021-04-23 00:00:00+00:00,1
23029,harrisburg,convertible,2021-04-23 00:00:00+00:00,1
54664,st augustine,other,2021-04-23 00:00:00+00:00,2
4290,beaumont / port arthur,coupe,2021-04-23 00:00:00+00:00,1
43625,peoria,sedan,2021-04-23 00:00:00+00:00,9
48817,san antonio,hatchback,2021-04-23 00:00:00+00:00,7
28392,killeen / temple / ft hood,SUV,2021-04-23 00:00:00+00:00,5
23046,harrisburg,coupe,2021-04-23 00:00:00+00:00,2
23069,harrisburg,hatchback,2021-04-23 00:00:00+00:00,2
48803,san antonio,coupe,2021-04-23 00:00:00+00:00,12
28368,kenosha-racine,wagon,2021-04-23 00:00:00+00:00,3
56801,texoma,SUV,2021-04-23 00:00:00+00:00,1
43860,philadelphia,van,2021-04-23 00:00:00+00:00,4
4110,baton rouge,van,2021-04-23 00:00:00+00:00,1
54705,st augustine,sedan,2021-04-23 00:00:00+00:00,3
48567,salt lake city,bus,2021-04-23 00:00:00+00:00,1
3879,baltimore,truck,2021-04-23 00:00:00+00:00,37
54760,st cloud,SUV,2021-04-23 00:00:00+00:00,6
44078,pittsburgh,other,2021-04-23 00:00:00+00:00,7
48558,salt lake city,SUV,2021-04-23 00:00:00+00:00,3
63666,worcester / central MA,sedan,2021-04-23 00:00:00+00:00,23
28085,kennewick-pasco-richland,sedan,2021-04-23 00:00:00+00:00,100
23467,hartford,hatchback,2021-04-23 00:00:00+00:00,7
44102,pittsburgh,pickup,2021-04-23 00:00:00+00:00,16
3852,baltimore,sedan,2021-04-23 00:00:00+00:00,83
3824,baltimore,pickup,2021-04-23 00:00:00+00:00,10
23491,hartford,mini-van,2021-04-23 00:00:00+00:00,3
44127,pittsburgh,sedan,2021-04-23 00:00:00+00:00,52
28059,kennewick-pasco-richland,pickup,2021-04-23 00:00:00+00:00,5
23439,hartford,coupe,2021-04-23 00:00:00+00:00,6
3796,baltimore,other,2021-04-23 00:00:00+00:00,2
48530,salina,sedan,2021-04-23 00:00:00+00:00,1
23523,hartford,other,2021-04-23 00:00:00+00:00,16
3771,baltimore,mini-van,2021-04-23 00:00:00+00:00,2
54791,st cloud,coupe,2021-04-23 00:00:00+00:00,2
23553,hartford,pickup,2021-04-23 00:00:00+00:00,9
44190,pittsburgh,wagon,2021-04-23 00:00:00+00:00,3
3746,baltimore,hatchback,2021-04-23 00:00:00+00:00,8
44208,plattsburgh-adirondacks,SUV,2021-04-23 00:00:00+00:00,2
44216,plattsburgh-adirondacks,bus,2021-04-23 00:00:00+00:00,1
27994,kennewick-pasco-richland,coupe,2021-04-23 00:00:00+00:00,2
48505,salina,pickup,2021-04-23 00:00:00+00:00,1
23584,hartford,sedan,2021-04-23 00:00:00+00:00,51
44229,plattsburgh-adirondacks,hatchback,2021-04-23 00:00:00+00:00,3
3718,baltimore,coupe,2021-04-23 00:00:00+00:00,7
44151,pittsburgh,truck,2021-04-23 00:00:00+00:00,4
28111,kennewick-pasco-richland,truck,2021-04-23 00:00:00+00:00,46
44054,pittsburgh,mini-van,2021-04-23 00:00:00+00:00,3
3903,baltimore,van,2021-04-23 00:00:00+00:00,1
43879,philadelphia,wagon,2021-04-23 00:00:00+00:00,6
48689,salt lake city,van,2021-04-23 00:00:00+00:00,1
48670,salt lake city,truck,2021-04-23 00:00:00+00:00,35
4079,baton rouge,sedan,2021-04-23 00:00:00+00:00,18
23255,harrisonburg,coupe,2021-04-23 00:00:00+00:00,2
56719,texarkana,other,2021-04-23 00:00:00+00:00,1
48645,salt lake city,sedan,2021-04-23 00:00:00+00:00,29
63607,worcester / central MA,other,2021-04-23 00:00:00+00:00,3
4048,baton rouge,pickup,2021-04-23 00:00:00+00:00,5
23275,harrisonburg,mini-van,2021-04-23 00:00:00+00:00,2
23288,harrisonburg,other,2021-04-23 00:00:00+00:00,2
48619,salt lake city,pickup,2021-04-23 00:00:00+00:00,2
23302,harrisonburg,pickup,2021-04-23 00:00:00+00:00,2
4024,baton rouge,other,2021-04-23 00:00:00+00:00,2
23331,harrisonburg,sedan,2021-04-23 00:00:00+00:00,3
43968,pittsburgh,SUV,2021-04-23 00:00:00+00:00,16
3986,baton rouge,coupe,2021-04-23 00:00:00+00:00,1
44038,pittsburgh,hatchback,2021-04-23 00:00:00+00:00,5
23411,hartford,convertible,2021-04-23 00:00:00+00:00,1
23397,hartford,bus,2021-04-23 00:00:00+00:00,1
3928,baltimore,wagon,2021-04-23 00:00:00+00:00,1
48588,salt lake city,hatchback,2021-04-23 00:00:00+00:00,1
56679,texarkana,SUV,2021-04-23 00:00:00+00:00,1
63485,worcester / central MA,SUV,2021-04-23 00:00:00+00:00,17
44014,pittsburgh,coupe,2021-04-23 00:00:00+00:00,12
3954,baton rouge,SUV,2021-04-23 00:00:00+00:00,3
63635,worcester / central MA,pickup,2021-04-23 00:00:00+00:00,9
48597,salt lake city,other,2021-04-23 00:00:00+00:00,1
43991,pittsburgh,convertible,2021-04-23 00:00:00+00:00,3
23384,hartford,SUV,2021-04-23 00:00:00+00:00,25
28177,kenosha-racine,SUV,2021-04-23 00:00:00+00:00,2
28149,kennewick-pasco-richland,wagon,2021-04-23 00:00:00+00:00,2
5304,binghamton,pickup,2021-04-23 00:00:00+00:00,4
22920,hanford-corcoran,coupe,2021-04-23 00:00:00+00:00,2
4439,bellingham,convertible,2021-04-23 00:00:00+00:00,6
5015,billings,SUV,2021-04-23 00:00:00+00:00,21
43003,palm springs,sedan,2021-04-23 00:00:00+00:00,36
22427,greensboro,sedan,2021-04-23 00:00:00+00:00,93
63265,winston-salem,convertible,2021-04-23 00:00:00+00:00,1
4987,bend,wagon,2021-04-23 00:00:00+00:00,7
4970,bend,van,2021-04-23 00:00:00+00:00,3
56984,the thumb,pickup,2021-04-23 00:00:00+00:00,1
22458,greensboro,truck,2021-04-23 00:00:00+00:00,13
43034,palm springs,truck,2021-04-23 00:00:00+00:00,3
4950,bend,truck,2021-04-23 00:00:00+00:00,37
54548,springfield,truck,2021-04-23 00:00:00+00:00,4
63287,winston-salem,coupe,2021-04-23 00:00:00+00:00,1
43061,palm springs,van,2021-04-23 00:00:00+00:00,6
49097,san luis obispo,other,2021-04-23 00:00:00+00:00,4
5035,billings,convertible,2021-04-23 00:00:00+00:00,1
4929,bend,sedan,2021-04-23 00:00:00+00:00,63
43081,palm springs,wagon,2021-04-23 00:00:00+00:00,1
56971,the thumb,other,2021-04-23 00:00:00+00:00,2
4908,bend,pickup,2021-04-23 00:00:00+00:00,23
22496,greensboro,wagon,2021-04-23 00:00:00+00:00,4
28759,klamath falls,truck,2021-04-23 00:00:00+00:00,2
4891,bend,other,2021-04-23 00:00:00+00:00,2
22524,greenville / upstate,SUV,2021-04-23 00:00:00+00:00,24
63321,winston-salem,mini-van,2021-04-23 00:00:00+00:00,1
43126,panama city,coupe,2021-04-23 00:00:00+00:00,1
4877,bend,mini-van,2021-04-23 00:00:00+00:00,2
22554,greenville / upstate,convertible,2021-04-23 00:00:00+00:00,3
43133,panama city,hatchback,2021-04-23 00:00:00+00:00,1
28738,klamath falls,sedan,2021-04-23 00:00:00+00:00,2
4863,bend,hatchback,2021-04-23 00:00:00+00:00,2
28788,knoxville,SUV,2021-04-23 00:00:00+00:00,17
22584,greenville / upstate,coupe,2021-04-23 00:00:00+00:00,5
28845,knoxville,coupe,2021-04-23 00:00:00+00:00,5
22396,greensboro,pickup,2021-04-23 00:00:00+00:00,12
42817,palm springs,SUV,2021-04-23 00:00:00+00:00,6
5271,binghamton,hatchback,2021-04-23 00:00:00+00:00,1
57043,toledo,SUV,2021-04-23 00:00:00+00:00,25
5257,binghamton,coupe,2021-04-23 00:00:00+00:00,2
28955,knoxville,pickup,2021-04-23 00:00:00+00:00,12
42848,palm springs,convertible,2021-04-23 00:00:00+00:00,12
5235,binghamton,SUV,2021-04-23 00:00:00+00:00,2
22263,greensboro,SUV,2021-04-23 00:00:00+00:00,10
28927,knoxville,other,2021-04-23 00:00:00+00:00,4
42879,palm springs,coupe,2021-04-23 00:00:00+00:00,2
49151,san luis obispo,sedan,2021-04-23 00:00:00+00:00,22
22302,greensboro,coupe,2021-04-23 00:00:00+00:00,1
5189,billings,van,2021-04-23 00:00:00+00:00,3
22328,greensboro,hatchback,2021-04-23 00:00:00+00:00,1
5052,billings,coupe,2021-04-23 00:00:00+00:00,2
57021,the thumb,truck,2021-04-23 00:00:00+00:00,1
5162,billings,truck,2021-04-23 00:00:00+00:00,33
28898,knoxville,mini-van,2021-04-23 00:00:00+00:00,2
5133,billings,sedan,2021-04-23 00:00:00+00:00,17
22345,greensboro,mini-van,2021-04-23 00:00:00+00:00,2
5107,billings,pickup,2021-04-23 00:00:00+00:00,1
54520,springfield,sedan,2021-04-23 00:00:00+00:00,34
42947,palm springs,other,2021-04-23 00:00:00+00:00,5
5079,billings,offroad,2021-04-23 00:00:00+00:00,1
49122,san luis obispo,pickup,2021-04-23 00:00:00+00:00,5
22366,greensboro,other,2021-04-23 00:00:00+00:00,5
5068,billings,hatchback,2021-04-23 00:00:00+00:00,1
63245,winston-salem,SUV,2021-04-23 00:00:00+00:00,8
57010,the thumb,sedan,2021-04-23 00:00:00+00:00,7
42973,palm springs,pickup,2021-04-23 00:00:00+00:00,6
42906,palm springs,hatchback,2021-04-23 00:00:00+00:00,4
54570,springfield,van,2021-04-23 00:00:00+00:00,1
4844,bend,coupe,2021-04-23 00:00:00+00:00,3
28717,klamath falls,pickup,2021-04-23 00:00:00+00:00,1
43343,pensacola,SUV,2021-04-23 00:00:00+00:00,9
22783,greenville / upstate,van,2021-04-23 00:00:00+00:00,4
4611,bellingham,truck,2021-04-23 00:00:00+00:00,24
43363,pensacola,convertible,2021-04-23 00:00:00+00:00,1
4581,bellingham,sedan,2021-04-23 00:00:00+00:00,31
22807,greenville / upstate,wagon,2021-04-23 00:00:00+00:00,6
43380,pensacola,coupe,2021-04-23 00:00:00+00:00,2
28559,killeen / temple / ft hood,van,2021-04-23 00:00:00+00:00,1
43390,pensacola,hatchback,2021-04-23 00:00:00+00:00,2
4551,bellingham,pickup,2021-04-23 00:00:00+00:00,3
28551,killeen / temple / ft hood,truck,2021-04-23 00:00:00+00:00,1
22830,gulfport / biloxi,convertible,2021-04-23 00:00:00+00:00,1
48918,san antonio,wagon,2021-04-23 00:00:00+00:00,5
54622,st augustine,convertible,2021-04-23 00:00:00+00:00,1
63424,winston-salem,truck,2021-04-23 00:00:00+00:00,2
56859,texoma,pickup,2021-04-23 00:00:00+00:00,4
48904,san antonio,van,2021-04-23 00:00:00+00:00,6
4512,bellingham,mini-van,2021-04-23 00:00:00+00:00,1
28530,killeen / temple / ft hood,sedan,2021-04-23 00:00:00+00:00,15
63460,winston-salem,wagon,2021-04-23 00:00:00+00:00,1
4492,bellingham,hatchback,2021-04-23 00:00:00+00:00,6
22868,gulfport / biloxi,sedan,2021-04-23 00:00:00+00:00,1
43452,pensacola,sedan,2021-04-23 00:00:00+00:00,14
22883,gulfport / biloxi,truck,2021-04-23 00:00:00+00:00,1
4465,bellingham,coupe,2021-04-23 00:00:00+00:00,4
56847,texoma,other,2021-04-23 00:00:00+00:00,1
43474,pensacola,truck,2021-04-23 00:00:00+00:00,10
48889,san antonio,truck,2021-04-23 00:00:00+00:00,15
28499,killeen / temple / ft hood,pickup,2021-04-23 00:00:00+00:00,6
48875,san antonio,sedan,2021-04-23 00:00:00+00:00,83
43426,pensacola,pickup,2021-04-23 00:00:00+00:00,1
4629,bellingham,van,2021-04-23 00:00:00+00:00,1
22754,greenville / upstate,truck,2021-04-23 00:00:00+00:00,20
49009,san luis obispo,SUV,2021-04-23 00:00:00+00:00,22
28711,klamath falls,other,2021-04-23 00:00:00+00:00,1
43170,panama city,sedan,2021-04-23 00:00:00+00:00,7
49065,san luis obispo,hatchback,2021-04-23 00:00:00+00:00,4
28705,klamath falls,mini-van,2021-04-23 00:00:00+00:00,2
28702,klamath falls,hatchback,2021-04-23 00:00:00+00:00,3
63342,winston-salem,other,2021-04-23 00:00:00+00:00,2
4827,bend,convertible,2021-04-23 00:00:00+00:00,4
28693,klamath falls,coupe,2021-04-23 00:00:00+00:00,1
4810,bend,SUV,2021-04-23 00:00:00+00:00,45
4795,bemidji,van,2021-04-23 00:00:00+00:00,1
56935,the thumb,SUV,2021-04-23 00:00:00+00:00,1
28686,klamath falls,convertible,2021-04-23 00:00:00+00:00,1
28675,klamath falls,SUV,2021-04-23 00:00:00+00:00,7
63367,winston-salem,pickup,2021-04-23 00:00:00+00:00,9
22660,greenville / upstate,other,2021-04-23 00:00:00+00:00,6
49043,san luis obispo,coupe,2021-04-23 00:00:00+00:00,2
4760,bemidji,sedan,2021-04-23 00:00:00+00:00,3
28613,kirksville,other,2021-04-23 00:00:00+00:00,1
4657,bellingham,wagon,2021-04-23 00:00:00+00:00,4
43304,parkersburg-marietta,sedan,2021-04-23 00:00:00+00:00,1
22722,greenville / upstate,sedan,2021-04-23 00:00:00+00:00,46
4685,bemidji,SUV,2021-04-23 00:00:00+00:00,2
63398,winston-salem,sedan,2021-04-23 00:00:00+00:00,13
56836,texoma,mini-van,2021-04-23 00:00:00+00:00,1
28626,kirksville,pickup,2021-04-23 00:00:00+00:00,1
56910,texoma,truck,2021-04-23 00:00:00+00:00,4
43263,parkersburg-marietta,other,2021-04-23 00:00:00+00:00,2
22690,greenville / upstate,pickup,2021-04-23 00:00:00+00:00,8
28647,kirksville,sedan,2021-04-23 00:00:00+00:00,1
4732,bemidji,pickup,2021-04-23 00:00:00+00:00,1
54588,springfield,wagon,2021-04-23 00:00:00+00:00,2
43279,parkersburg-marietta,pickup,2021-04-23 00:00:00+00:00,1
5909,bloomington-normal,pickup,2021-04-23 00:00:00+00:00,3
54062,space coast,other,2021-04-23 00:00:00+00:00,3
16917,erie,mini-van,2021-04-23 00:00:00+00:00,1
58799,twin tiers NY/PA,mini-van,2021-04-23 00:00:00+00:00,1
53086,southeast missouri,SUV,2021-04-23 00:00:00+00:00,3
60194,visalia-tulare,SUV,2021-04-23 00:00:00+00:00,8
37185,monterey bay,hatchback,2021-04-23 00:00:00+00:00,1
16292,eau claire,sedan,2021-04-23 00:00:00+00:00,23
15989,eastern shore,SUV,2021-04-23 00:00:00+00:00,1
36944,monroe,SUV,2021-04-23 00:00:00+00:00,3
32738,louisville,SUV,2021-04-23 00:00:00+00:00,17
12779,corvallis/albany,wagon,2021-04-23 00:00:00+00:00,2
15076,east idaho,truck,2021-04-23 00:00:00+00:00,20
59626,ventura county,other,2021-04-23 00:00:00+00:00,6
12436,corpus christi,hatchback,2021-04-23 00:00:00+00:00,1
35986,milwaukee,other,2021-04-23 00:00:00+00:00,25
17509,fairbanks,sedan,2021-04-23 00:00:00+00:00,7
52124,south bend / michiana,other,2021-04-23 00:00:00+00:00,2
17098,eugene,coupe,2021-04-23 00:00:00+00:00,6
14320,des moines,pickup,2021-04-23 00:00:00+00:00,8
60127,victoria,pickup,2021-04-23 00:00:00+00:00,2
36203,missoula,coupe,2021-04-23 00:00:00+00:00,2
34659,mattoon-charleston,mini-van,2021-04-23 00:00:00+00:00,1
17202,eugene,truck,2021-04-23 00:00:00+00:00,76
13581,daytona beach,pickup,2021-04-23 00:00:00+00:00,5
58787,twin tiers NY/PA,coupe,2021-04-23 00:00:00+00:00,1
35568,mendocino county,SUV,2021-04-23 00:00:00+00:00,6
33629,madison,hatchback,2021-04-23 00:00:00+00:00,1
14989,east idaho,other,2021-04-23 00:00:00+00:00,3
35965,milwaukee,mini-van,2021-04-23 00:00:00+00:00,10
59814,vermont,bus,2021-04-23 00:00:00+00:00,1
33901,maine,mini-van,2021-04-23 00:00:00+00:00,1
33163,lynchburg,SUV,2021-04-23 00:00:00+00:00,1
17736,farmington,SUV,2021-04-23 00:00:00+00:00,2
12452,corpus christi,other,2021-04-23 00:00:00+00:00,1
32971,louisville,van,2021-04-23 00:00:00+00:00,2
17428,fairbanks,SUV,2021-04-23 00:00:00+00:00,4
52340,south coast,other,2021-04-23 00:00:00+00:00,2
35546,memphis,wagon,2021-04-23 00:00:00+00:00,2
13036,danville,other,2021-04-23 00:00:00+00:00,1
13552,daytona beach,other,2021-04-23 00:00:00+00:00,4
32751,louisville,bus,2021-04-23 00:00:00+00:00,2
36862,mohave county,pickup,2021-04-23 00:00:00+00:00,1
33275,lynchburg,sedan,2021-04-23 00:00:00+00:00,3
12043,columbus,hatchback,2021-04-23 00:00:00+00:00,5
36176,missoula,SUV,2021-04-23 00:00:00+00:00,15
36576,modesto,coupe,2021-04-23 00:00:00+00:00,8
59900,vermont,offroad,2021-04-23 00:00:00+00:00,1
34896,mcallen / edinburg,truck,2021-04-23 00:00:00+00:00,3
17183,eugene,sedan,2021-04-23 00:00:00+00:00,72
13356,dayton / springfield,truck,2021-04-23 00:00:00+00:00,7
35215,medford-ashland,sedan,2021-04-23 00:00:00+00:00,20
37072,monroe,truck,2021-04-23 00:00:00+00:00,6
34842,mcallen / edinburg,pickup,2021-04-23 00:00:00+00:00,3
36006,milwaukee,pickup,2021-04-23 00:00:00+00:00,14
15306,eastern CT,SUV,2021-04-23 00:00:00+00:00,1
58692,twin falls,sedan,2021-04-23 00:00:00+00:00,13
53107,southeast missouri,coupe,2021-04-23 00:00:00+00:00,1
12013,columbus,coupe,2021-04-23 00:00:00+00:00,13
52390,south coast,sedan,2021-04-23 00:00:00+00:00,18
15483,eastern CT,wagon,2021-04-23 00:00:00+00:00,2
14693,dubuque,sedan,2021-04-23 00:00:00+00:00,2
59916,vermont,other,2021-04-23 00:00:00+00:00,1
16842,erie,SUV,2021-04-23 00:00:00+00:00,6
34669,mattoon-charleston,other,2021-04-23 00:00:00+00:00,2
51960,skagit / island / SJI,sedan,2021-04-23 00:00:00+00:00,19
33474,macon / warner robins,sedan,2021-04-23 00:00:00+00:00,11
52828,south jersey,van,2021-04-23 00:00:00+00:00,5
15899,eastern panhandle,other,2021-04-23 00:00:00+00:00,2
13005,danville,coupe,2021-04-23 00:00:00+00:00,1
35117,medford-ashland,hatchback,2021-04-23 00:00:00+00:00,3
35389,memphis,hatchback,2021-04-23 00:00:00+00:00,1
33920,maine,other,2021-04-23 00:00:00+00:00,9
58926,tyler / east TX,hatchback,2021-04-23 00:00:00+00:00,1
